name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
K00001;275.077541862783;398.513026960514;0.690259849121667;***;2.65431459119644e-10;6.61602048581413e-09
K00002;140.544844073565;292.258939198839;0.480891515102452; ;0.0898566415111087;0.225700297639464
K00003;256.450581519298;571.835751959285;0.448468953962076; ;0.194755323578767;0.429418493036311
K00004;113.916370982233;273.981444046347;0.415781336501616; ;0.53890835411533;0.981428935337635
K00005;235.423920552749;578.848488614341;0.406710780426; ;0.664977524991886;1
K00006;63.9752578844307;124.722242649921;0.512941850027513; ;0.109069654452429;0.267660001304156
K00008;201.43719434137;478.869648775266;0.420651412877295; ;0.500189593295012;0.929273803229459
K00009;221.037349589232;598.785473291704;0.369142805643101; ;0.950119022082786;1
K00010;284.106528275837;583.170043513872;0.487176135735579; ;0.0200443764391388;0.062553859134403
K00012;164.706730433651;811.23009120357;0.203033309808917; ;1;1
K00013;190.292823446032;733.271125743168;0.259512227831377; ;0.999999999684578;1
K00014;173.651896828382;372.778396942584;0.46583143833608; ;0.127538045911864;0.305714880256759
K00015;226.100707990964;513.377691686836;0.440417867102974; ;0.270795329393069;0.565289393243426
K00016;200.241946853186;427.179145986666;0.468754031498149; ;0.101745548940958;0.251853459678962
K00018;161.790875515401;528.445012264483;0.306164069601296; ;0.999829782382635;1
K00019;145.884415645254;388.434824411097;0.375569867780079; ;0.873252339639792;1
K00020;213.585486434305;374.439550674683;0.570413798567637;** ;0.000186819811718899;0.00106919862042477
K00022;131.917057164278;285.785312078919;0.46159495113538; ;0.188921230543381;0.418992404020464
K00025;193.905939033819;512.192703266274;0.378580049651768; ;0.888736708794623;1
K00026;163.974424605988;520.463443811778;0.315054643233095; ;0.999458575571602;1
K00027;197.818595356901;699.40458400424;0.282838574240316; ;0.999999777635136;1
K00029;280.900960599223;1633.02612806006;0.172012532912083; ;1;1
K00030;100.225778608563;314.451451394127;0.318732122762384; ;0.993403658202115;1
K00031;189.905078008909;679.13626589163;0.279627355431513; ;0.999999842578987;1
K00033;223.066571014521;441.109496512105;0.505694329363411;* ;0.0123609169904763;0.0413363606416811
K00034;199.246778144804;327.093916468441;0.609142414802531;***;2.50063764749096e-05;0.000185427717730253
K00036;301.861064391561;868.861148727277;0.347421523949751; ;0.997792040454185;1
K00040;246.437320467344;634.550465998388;0.388365202883595; ;0.855861716430569;1
K00041;233.353897738951;904.190997900831;0.25808031519967; ;0.999999999997883;1
K00042;216.49411881218;415.368003732701;0.521210389020476;* ;0.00562481738260492;0.0209000567451693
K00043;137.00465733439;350.019175399403;0.391420433403558; ;0.760147518796242;1
K00045;212.385144698446;914.297934375964;0.232293147247899; ;1;1
K00046;106.026304343333;562.275935232312;0.188566320732767; ;1;1
K00048;139.129043488923;768.855981246301;0.180955922672797; ;1;1
K00050;185.141132414077;756.930649183697;0.244594577605941; ;0.999999999997984;1
K00052;151.619275869693;702.812357979209;0.215732228024054; ;0.999999999999999;1
K00053;177.158898463832;624.435318937172;0.283710567117452; ;0.999999026660512;1
K00057;162.126419429042;484.125827382313;0.334884879630705; ;0.994468209023134;1
K00058;197.203363564516;469.524316784322;0.420006710014769; ;0.505794853260582;0.936645859762902
K00059;148.739751913376;342.149046543504;0.434722099669694; ;0.355914923904309;0.703783075615999
K00060;247.121868012125;559.337736044224;0.441811542628667; ;0.248366749564001;0.52750870657709
K00064;217.381843781362;567.096906200464;0.383323981147799; ;0.876423102539942;1
K00065;138.584898470931;342.334468577099;0.4048230931783; ;0.629882770891984;1
K00067;147.419209356452;443.959764737943;0.332055337139549; ;0.99455518304151;1
K00068;146.006320263423;428.162033136272;0.341007163091813; ;0.98627722647345;1
K00071;59.331263896026;352.025049318521;0.16854273299836; ;0.999999999999812;1
K00074;155.61427437409;473.324440849783;0.328768728051963; ;0.996153740881497;1
K00075;282.377103449454;457.830258970054;0.616772478264534;***;3.1546057320896e-07;3.92713874166336e-06
K00076;101.655551418878;461.231682737871;0.220400191971746; ;0.999999999796209;1
K00079;200.487741046866;347.407794331514;0.577096266457254;** ;0.000222196928581594;0.00124248151375708
K00082;216.148345284497;587.828569609676;0.367706430852829; ;0.953980174768017;1
K00086;291.869421324591;526.961929876924;0.553871930355119;***;8.39045181309629e-05;0.000523214463153043
K00087;221.242062887906;329.83197116268;0.670772036161361;***;6.84010550713428e-08;9.58228835288157e-07
K00088;247.169444149749;829.423829728987;0.298001377933054; ;0.999999390444737;1
K00090;210.671654897212;526.754867562542;0.399942492932349; ;0.717731380382769;1
K00091;205.876523724019;501.756053048935;0.410311988212209; ;0.606222292771763;1
K00096;171.179204383761;571.297295682571;0.299632442998423; ;0.999966070754671;1
K00097;220.629476608358;498.294708253222;0.442769054043895; ;0.24453632785606;0.520020831868466
K00099;200.899965584737;660.498001495269;0.3041643807096; ;0.999977829906585;1
K00101;265.724826700655;585.108433510914;0.454146294057303; ;0.138222327597875;0.3244847621723
K00102;201.814286719205;286.401189419241;0.704655895907557;***;1.48176360377639e-08;2.61880603755505e-07
K00104;240.311231657653;599.620269271461;0.400772362064463; ;0.733187503836105;1
K00111;273.61617033566;706.351933400045;0.387365217532004; ;0.862444790135027;1
K00112;260.425236449571;618.733631990686;0.420900405254665; ;0.491235579351201;0.915130836246284
K00113;207.53751620845;717.885660534694;0.289095503111; ;0.999999393777131;1
K00116;110.501481947328;539.648057777538;0.204765829052387; ;0.999999999999923;1
K00117;302.941003431637;486.215390866574;0.62305926369733;***;5.19902261273888e-08;7.81227582909793e-07
K00118;266.643689042127;466.11156210301;0.57205980439335;***;3.18193244592983e-05;0.000225645978650034
K00119;317.487777963784;457.90332997197;0.69335110094792;***;8.91535453173795e-12;3.2307257746243e-10
K00120;248.848948942182;439.206016758247;0.5665882056419;***;9.11310305878783e-05;0.000562112016881109
K00121;255.271040603346;458.064732537145;0.557281585922238;** ;0.000178829010952251;0.00102931199364798
K00122;192.21430725707;642.290386117921;0.29926387100208; ;0.999988594302756;1
K00123;406.41582439196;524.090084282694;0.775469402265469;***;4.29048488848108e-20;9.14677747163059e-18
K00124;139.469941256524;232.243742388287;0.600532612083666;** ;0.00059023443015816;0.00289161058069649
K00127;140.216189883642;192.618677894675;0.727947006054693;***;7.60939193929825e-07;8.56621647027932e-06
K00128;268.71833186961;742.934115153649;0.361698738001869; ;0.981467488234384;1
K00129;211.000892939711;380.86011983677;0.554011517483484;** ;0.000729131406689487;0.00349307194974416
K00130;360.61008854102;630.236134463679;0.572182502432827;***;1.56765581261919e-06;1.65039320272965e-05
K00131;185.025285645507;320.936115119018;0.576517496564359;** ;0.00037033831281074;0.00193746009968932
K00133;160.863714805505;549.014217709489;0.293004642897293; ;0.999981567912149;1
K00134;166.514777195559;564.483750093066;0.294985953392114; ;0.999977463296143;1
K00135;251.971906411633;672.23618225337;0.374826456926211; ;0.936405849067219;1
K00138;203.897209806365;469.122802708523;0.434635043594441; ;0.334833499910918;0.670256495420272
K00140;227.749131186238;343.283682191311;0.66344292782118;***;6.5785370560548e-08;9.31095016522943e-07
K00145;169.936506713504;528.846225220444;0.321334442053865; ;0.999016362463494;1
K00146;140.991930416938;192.566014116142;0.732174527598115;***;5.27022293795187e-07;6.15641453471022e-06
K00147;191.799813181943;752.634774213631;0.254837830715887; ;0.999999999944087;1
K00155;146.850256456194;285.516037706341;0.514332776666061; ;0.0249808249314112;0.0757418611920388
K00156;213.980192739354;597.46237675401;0.358148397396838; ;0.977081977707692;1
K00161;142.584636051507;325.852063510195;0.437574752528905; ;0.334624765784908;0.670231988310229
K00162;230.651187960504;533.890091764473;0.432019982236825; ;0.348460403525669;0.691188397984682
K00164;285.51453658779;556.09060158716;0.513431688600547;* ;0.00276048963195662;0.0113173439117837
K00169;156.862401461296;489.427765949675;0.320501639617694; ;0.998597103485021;1
K00170;117.840746441979;382.825644060896;0.307818319566998; ;0.998761397200581;1
K00171;41.6532328680266;195.789948296888;0.212744490870723; ;0.999990674656222;1
K00172;89.5813234799774;331.494623503743;0.270234619593962; ;0.999932817300444;1
K00174;266.622101472405;990.819924157419;0.269092390021463; ;0.999999999987494;1
