name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
K00001;281.906679192102;457.620353589243;0.616027405645378;***;3.59265503278531e-09;5.7824638146735e-08
K00002;70.0103294073184;105.784084480823;0.661822898509937;** ;0.000613514833575784;0.00287124942113467
K00003;219.245231973203;435.60806378596;0.503308478882822;** ;0.00188911681028332;0.00781863039031544
K00004;8.713788320921;348.910457004197;0.024974282501416; ;1;1
K00005;208.408622142318;552.411456122614;0.377270637370815; ;0.705675905186996;1
K00008;228.581066188515;479.433057092489;0.476773686768158;* ;0.00847979236602556;0.0292798278972188
K00009;206.840142056349;584.325990384849;0.353980732433483; ;0.904610963109773;1
K00010;320.643601556229;660.674304000616;0.485327792551669;** ;0.00111945265560007;0.00485893355731955
K00012;166.918755136736;851.107154803059;0.196119553448426; ;1;1
K00013;173.75733304263;788.875087137178;0.220259627760834; ;0.99999999999989;1
K00014;169.65067724297;372.809277933844;0.455060233970557; ;0.0597640506358625;0.160602687309447
K00015;192.027801525158;460.25837273537;0.417217399835474; ;0.250540221287721;0.547123728038226
K00016;202.27442739889;434.840163020304;0.465169606215617; ;0.0277963999783076;0.0816183868088916
K00018;174.812604756787;540.335296265956;0.323526162301164; ;0.988616825135725;1
K00020;167.199939691112;342.400973771946;0.488316192121797;* ;0.0125623806901825;0.0410911419995003
K00021;180.972459432622;511.38874215909;0.353884324219877; ;0.891797608669259;1
K00025;245.580992198028;570.126510273859;0.430748242315665; ;0.115020154942537;0.282626261175443
K00026;154.09027049278;549.515647616372;0.280411069568584; ;0.999943332128235;1
K00027;175.563180441779;679.577575596956;0.258341632723182; ;0.999999875481019;1
K00029;213.128220635676;1830.00797911422;0.116463000745405; ;1;1
K00030;146.836132239963;665.283045097966;0.220712271749449; ;0.999999999990747;1
K00031;178.776469563257;688.35060137248;0.259717169138518; ;0.99999985617691;1
K00033;268.449051379887;786.992576700001;0.341107475886928; ;0.980542528601616;1
K00034;230.228965587269;419.3567678215;0.549005007796289;***;3.51451706988092e-05;0.000219982735114769
K00036;306.408694790458;866.513224222906;0.353611100471371; ;0.949860150718617;1
K00040;243.326734836232;1028.04087593102;0.236689747006285; ;0.99999999999997;1
K00041;196.288745794627;937.142798471021;0.209454467467368; ;1;1
K00042;207.821904593338;489.070657275278;0.424932270014236; ;0.176891057477445;0.407344887847378
K00044;117.133320103703;416.64573200722;0.281134093320493; ;0.999600452622732;1
K00046;138.426279448599;448.785789183369;0.308446218184595; ;0.995461465295768;1
K00048;138.885490456785;799.566225677773;0.173701046888337; ;1;1
K00050;124.54364724322;456.48593880269;0.272831289327078; ;0.999899687895746;1
K00052;131.799498353802;710.936726859402;0.185388506985752; ;1;1
K00053;134.33195131136;694.274082714645;0.193485475917689; ;1;1
K00054;32.408045590902;171.784507575645;0.188655228857767; ;0.999990789940416;1
K00057;176.621777536759;517.114388461176;0.341552626416659; ;0.948091950420022;1
K00058;189.472184684098;474.570407667099;0.399249893425738; ;0.452704690743878;0.887896627493796
K00060;247.238301201855;529.520674827529;0.466909627810818;* ;0.0150541725032805;0.0479047322696699
K00064;70.333104346885;749.705235496375;0.0938143433136329; ;1;1
