name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
K00001;264.949345394071;408.964966438625;0.647853403437756;***;2.3955767894749e-09;4.26995376394242e-08
K00003;236.432662711781;626.437327967452;0.377424288362435; ;0.820983248064054;1
K00005;246.262949886862;579.898178172645;0.424665845067625; ;0.264927718575623;0.574736284212577
K00008;251.850912833041;458.644652701699;0.549119915275332;***;6.2332577292442e-05;0.000385890874388581
K00009;88.3540771156335;248.561976163033;0.355460953761011; ;0.870268890556389;1
K00010;273.834155935196;516.702804134717;0.529964524566042;***;0.000179009371810169;0.000989993129633598
K00012;180.267214610714;802.823610544984;0.224541496093198; ;0.999999999999984;1
K00013;175.966931539619;824.334056459541;0.213465560667704; ;1;1
K00014;184.151557511385;389.934708700511;0.47226254396559; ;0.0446526718200679;0.125982618461325
K00015;178.110024477689;432.116914197759;0.412180173063479; ;0.419603797832419;0.831641486613013
K00016;187.253883109688;429.170590871861;0.4363157380595; ;0.198890047181834;0.453084580713021
K00018;173.442040743315;551.700370875122;0.314377241523686; ;0.998615424140396;1
K00019;57.1736071195301;142.671720110858;0.400735388029984; ;0.556265671995851;1
K00025;250.833782250867;539.772391391332;0.464702875232857; ;0.0351571561244449;0.101249539144417
K00026;154.678148202416;556.805189152263;0.277795809406723; ;0.999989871640242;1
K00027;134.005367258044;810.255558525443;0.165386544835208; ;1;1
K00029;192.813441870494;1777.15856441235;0.10849535079851; ;1;1
K00030;117.954368201085;249.511007490251;0.472742142270792; ;0.0890158260650433;0.232039277825676
K00031;223.795625388268;686.052602682453;0.326207676369466; ;0.997626735516033;1
K00033;190.985851837383;717.027185422846;0.266357895098155; ;0.999999949565194;1
K00034;168.130160071014;370.044757095848;0.45435087741958; ;0.110268182742559;0.277564376025639
K00040;263.816373102839;1034.17369554067;0.255098707538597; ;0.999999999998182;1
K00041;270.087341093624;751.607446762351;0.359346281435956; ;0.953768874285435;1
K00042;148.298702772544;485.463927487858;0.305478315433133; ;0.998964394138064;1
K00043;181.032182731507;663.428571511184;0.272873660414029; ;0.999999399119045;1
K00046;73.4755753063248;257.954177364946;0.284839641121119; ;0.997550633001109;1
K00048;177.749789724399;672.237494599211;0.264415167485375; ;0.999999910185086;1
K00050;80.6299148888417;235.212236033576;0.342796430358036; ;0.901149084903638;1
K00052;137.101448347075;742.8915711908;0.184551088831593; ;1;1
K00053;138.389965162644;628.524060314322;0.220182446306727; ;0.999999999997843;1
K00054;99.8755576582604;166.560762954884;0.599634366980617;** ;0.00130193493105335;0.00571680854938914
K00057;160.60030724131;540.322997104162;0.297230190278853; ;0.999758843463275;1
K00058;221.478136079354;429.201521689899;0.516023650632287;** ;0.00198703156271502;0.00821597063078717
K00059;156.157181734759;341.693818355584;0.457009092193333; ;0.110594480102581;0.277911835053354
K00060;188.691805945233;286.2880082615;0.659097833301067;***;1.55319349008207e-07;1.79707211703355e-06
K00065;143.070835055068;258.508829517951;0.553446608852226;** ;0.00175137364427664;0.00741592885008312
K00067;152.706787739017;493.071066041785;0.309705432453982; ;0.998319795609216;1
K00074;181.404574529627;519.533595336958;0.349168131104153; ;0.960969660754507;1
K00075;296.274884854602;481.665462309468;0.615105105178263;***;1.41567087300779e-08;2.09805604662615e-07
K00076;102.353551367449;300.996823282454;0.340048609986163; ;0.943892850918028;1
K00077;228.702408019508;412.267903451965;0.554742210355347;***;7.49483202784225e-05;0.000448330314953466
K00079;137.07555158811;334.392059426664;0.409924660959758; ;0.450773345831287;0.87565543910378
K00082;203.721140481454;554.664205436064;0.367287339772166; ;0.880037205647032;1
K00086;241.239963621332;570.6144713147;0.422772249476102; ;0.288316313854051;0.614360610619536
K00087;187.292377085838;236.271254707431;0.792700649589211;***;9.9338481079502e-12;2.81779476438415e-10
K00088;241.50099275815;796.474853582422;0.303212325752552; ;0.999964721239296;1
K00091;236.517298638731;531.632286348026;0.444888891650005; ;0.108768291257239;0.275051028668762
K00096;263.956989875253;645.879507568665;0.408678378524327; ;0.440140176661884;0.860712451178972
K00097;251.792137154896;477.618107961202;0.527182979367586;** ;0.000393381766355489;0.00199565596085727
K00099;199.136656223845;653.771073801512;0.304596921160669; ;0.999839838581658;1
K00100;289.989396330495;414.410983663759;0.699762814601901;***;1.09368728864689e-12;4.12163866778641e-11
K00104;319.94447459713;679.97542060789;0.47052358791308;* ;0.0129860654548751;0.0423451677008165
K00111;276.228504556088;814.48341446774;0.33914564698239; ;0.994681833672554;1
K00112;180.985836018514;549.653071949149;0.329272854560264; ;0.992821296903402;1
K00118;214.026740676653;573.50837819913;0.373188516179514; ;0.846182036174553;1
K00120;249.309890944466;397.406868467601;0.627341676065649;***;5.23057307057615e-08;6.74437861744733e-07
K00122;291.281980773365;388.410537666352;0.749933260110412;***;3.26649633438455e-15;1.75857496532784e-13
K00123;208.744536706323;367.325805923991;0.568281708880313;***;5.34003508645517e-05;0.000335405060906399
K00124;85.1245855617801;151.597258082258;0.561517976239323;* ;0.0103617532207478;0.0351340681186796
K00127;115.367912646764;187.875302984026;0.614066409019038;** ;0.000339224846637561;0.00173425415780986
K00128;303.875254489239;748.836311302125;0.405796633927702; ;0.473878273742971;0.910041094664455
K00130;160.743329359446;317.944272007895;0.50557076667654;* ;0.0113332613706061;0.0379405374310393
K00133;150.860065720345;592.531889720323;0.254602441383453; ;0.999999943795727;1
K00134;155.089653314566;522.643403572611;0.296740860507234; ;0.999765396502419;1
K00135;200.507577559556;467.26151873935;0.4291121128496; ;0.231974289246989;0.518161028817576
K00138;153.320654412152;842.527390248534;0.181977056398041; ;1;1
K00140;215.744199968204;964.368762967114;0.223715458497862; ;1;1
K00145;150.059336437601;562.699825771139;0.266677417630182; ;0.999998849413515;1
K00147;195.883037601565;758.053894020645;0.258402521438971; ;0.999999996977972;1
K00162;51.2355068506308;123.119163013442;0.416145672181324; ;0.462188631198781;0.894536763831537
K00164;30.3008683479679;54.9544889035166;0.551381132871003; ;0.113295810166479;0.283293220112959
K00169;213.982804208358;736.761115301017;0.290437157668034; ;0.999994253868279;1
K00170;79.8198874337197;698.482782435934;0.114276098768463; ;1;1
K00171;34.155219358006;226.511264581214;0.150788171268894; ;0.999999999542411;1
K00172;109.337724518651;342.258943279425;0.319459072335726; ;0.987056505195572;1
K00174;278.568119018834;1136.78838257495;0.245048351380798; ;0.999999999999998;1
K00175;131.326489523335;455.18986565289;0.288509256099034; ;0.999801731397105;1
K00176;51.481866953999;134.967519551593;0.381438935271529; ;0.68056454448209;1
K00177;87.5878553373665;311.636481564529;0.281057772497121; ;0.99905873725556;1
K00179;282.643526889689;930.98560289394;0.303596023409063; ;0.999991294023415;1
K00180;105.915086277702;308.562058973609;0.343253757866453; ;0.933606192671978;1
K00186;192.543515407325;648.377136952012;0.296962222191335; ;0.9999355994015;1
K00191;170.009963021214;331.824021280621;0.512349776140643;* ;0.00701264999962428;0.0246658275986785
K00194;186.421546845315;545.489955671489;0.341750649864548; ;0.978707286349081;1
K00197;239.750236927762;719.145680660577;0.333382016154971; ;0.995436918531494;1
K00198;264.511720937989;662.509808927769;0.399257063629119; ;0.561051393630979;1
K00207;302.586645631586;549.647018220713;0.550510847145324;***;1.03242567737317e-05;7.87149981766015e-05
K00208;110.027163632684;482.318073006724;0.228121585713729; ;0.999999995402682;1
K00210;169.525257634626;399.623087656786;0.424212871755353; ;0.297420964095063;0.630704584632456
K00212;205.248138281704;543.81126650298;0.377425314487446; ;0.806867957524904;1
K00215;153.329153121629;359.320517891166;0.426719726503541; ;0.298493654210915;0.632470891412364
K00219;406.956626464557;703.628017282375;0.578368991098944;***;7.84744633839667e-09;1.24708213498135e-07
K00226;167.707809706887;488.712003670532;0.343162861659417; ;0.968051188976204;1
K00239;242.572111250072;1169.97344594822;0.2073312963556; ;1;1
K00240;90.6232426944324;520.320378540912;0.174168159526173; ;1;1
K00241;120.854584424877;395.702294282813;0.305417952261101; ;0.997272342500059;1
K00243;133.5241511536;475.519789200837;0.280796202778442; ;0.999937552507649;1
K00244;276.869325913199;413.069582609236;0.670272848860714;***;8.96768678187406e-11;2.03937566642963e-09
K00245;114.560527198226;170.458228715501;0.672073903744657;***;1.7412065706479e-05;0.00012216231205769
K00248;190.477429923537;600.450631088678;0.31722413144638; ;0.99864457174846;1
K00257;334.40028852769;1046.17871047831;0.319639737626475; ;0.999931813011842;1
K00259;210.45152787561;681.585987897886;0.308767391953984; ;0.999793202592186;1
K00262;169.242905582432;961.212894994724;0.17607223796489; ;1;1
K00264;165.337623755636;300.920526034121;0.549439501301711;** ;0.00105245182615726;0.00479510866563534
K00265;244.420923407127;394.185350722515;0.620065973936169;***;1.4814649373207e-07;1.72163194037533e-06
K00266;263.674044923693;715.845781034173;0.368339175712912; ;0.900342891878929;1
K00273;283.957415559469;635.717375444503;0.446672415333814; ;0.0825395961830725;0.217521932798147
K00278;258.570814253647;931.654659520012;0.277539334571527; ;0.999999982299002;1
K00282;240.998066784911;785.469108825702;0.306820553573659; ;0.999933850243354;1
K00283;243.99008839556;822.512888693418;0.296639835982563; ;0.999993675095752;1
K00284;488.250943796322;2564.0200437646;0.190423996483058; ;1;1
